HomeTeam,AwayTeam,HomeGoals,AwayGoals
Sampdoria,Lazio,0.0,0.0
Torino,Reggina,2.0,2.0
Udinese,Napoli,0.0,5.0
Milan,Fiorentina,1.0,1.0
Lazio,Empoli,0.0,0.0
Siena,Milan,1.0,1.0
Fiorentina,Atalanta,2.0,2.0
Genoa,Livorno,1.0,1.0
Inter,Catania,2.0,0.0
Juventus,Udinese,0.0,1.0
Napoli,Sampdoria,2.0,0.0
Palermo,Torino,1.0,1.0
Parma,Cagliari,1.0,1.0
Reggina,Roma,0.0,2.0
Milan,Parma,1.0,1.0
Udinese,Reggina,2.0,0.0
Atalanta,Lazio,2.0,1.0
Cagliari,Palermo,0.0,1.0
Catania,Fiorentina,0.0,1.0
Empoli,Napoli,0.0,0.0
Livorno,Inter,2.0,2.0
Roma,Juventus,2.0,2.0
Sampdoria,Genoa,0.0,0.0
Torino,Siena,1.0,1.0
Catania,Empoli,1.0,0.0
Fiorentina,Roma,2.0,2.0
Genoa,Udinese,3.0,2.0
Inter,Sampdoria,3.0,0.0
Juventus,Reggina,4.0,0.0
Lazio,Cagliari,3.0,1.0
Napoli,Livorno,1.0,0.0
Palermo,Milan,2.0,1.0
Parma,Torino,2.0,0.0
Siena,Atalanta,1.0,1.0
Livorno,Fiorentina,0.0,3.0
Roma,Inter,1.0,4.0
Cagliari,Siena,1.0,0.0
Empoli,Palermo,3.0,1.0
Milan,Catania,1.0,1.0
Napoli,Genoa,1.0,2.0
Reggina,Lazio,1.0,1.0
Sampdoria,Atalanta,3.0,0.0
Torino,Juventus,0.0,1.0
Udinese,Parma,2.0,1.0
Atalanta,Udinese,0.0,0.0
Inter,Napoli,2.0,1.0
Catania,Livorno,1.0,0.0
Fiorentina,Juventus,1.0,1.0
Genoa,Cagliari,2.0,0.0
Lazio,Milan,1.0,5.0
Palermo,Reggina,1.0,1.0
Parma,Roma,0.0,3.0
Siena,Empoli,3.0,0.0
Torino,Sampdoria,1.0,0.0
Reggina,Inter,0.0,1.0
Roma,Napoli,4.0,4.0
Atalanta,Torino,2.0,2.0
Cagliari,Catania,1.0,1.0
Fiorentina,Siena,3.0,0.0
Juventus,Genoa,1.0,0.0
Livorno,Lazio,0.0,1.0
Milan,Empoli,0.0,1.0
Sampdoria,Parma,3.0,0.0
Udinese,Palermo,1.0,1.0
Napoli,Juventus,3.0,1.0
Torino,Cagliari,2.0,0.0
Catania,Sampdoria,2.0,0.0
Empoli,Atalanta,0.0,1.0
Genoa,Fiorentina,0.0,0.0
Lazio,Udinese,0.0,1.0
Milan,Roma,0.0,1.0
Palermo,Inter,0.0,0.0
Parma,Livorno,3.0,2.0
Siena,Reggina,0.0,0.0
Atalanta,Cagliari,2.0,2.0
Fiorentina,Napoli,1.0,0.0
Inter,Genoa,4.0,1.0
Juventus,Empoli,3.0,0.0
Palermo,Parma,1.0,1.0
Reggina,Livorno,1.0,3.0
Roma,Lazio,3.0,2.0
Sampdoria,Milan,0.0,5.0
Siena,Catania,1.0,1.0
Udinese,Torino,2.0,1.0
Lazio,Fiorentina,0.0,1.0
Milan,Torino,0.0,0.0
Cagliari,Sampdoria,0.0,3.0
Catania,Atalanta,1.0,2.0
Empoli,Roma,2.0,2.0
Genoa,Palermo,3.0,3.0
Juventus,Inter,1.0,1.0
Livorno,Udinese,0.0,0.0
Napoli,Reggina,1.0,1.0
Parma,Siena,2.0,2.0
Palermo,Napoli,2.0,1.0
Sampdoria,Empoli,3.0,0.0
Fiorentina,Udinese,1.0,2.0
Parma,Juventus,2.0,2.0
Reggina,Genoa,2.0,0.0
Siena,Livorno,2.0,3.0
Torino,Catania,1.0,1.0
Genoa,Roma,0.0,1.0
Inter,Atalanta,2.0,1.0
Cagliari,Milan,1.0,2.0
Empoli,Torino,0.0,0.0
Juventus,Palermo,5.0,0.0
Lazio,Parma,1.0,0.0
Livorno,Sampdoria,3.0,1.0
Napoli,Catania,2.0,0.0
Reggina,Fiorentina,0.0,0.0
Udinese,Siena,2.0,0.0
Milan,Juventus,0.0,0.0
Sampdoria,Reggina,3.0,0.0
Atalanta,Napoli,5.0,1.0
Cagliari,Livorno,0.0,0.0
Catania,Palermo,3.0,1.0
Fiorentina,Inter,0.0,2.0
Parma,Empoli,1.0,0.0
Roma,Udinese,2.0,1.0
Siena,Lazio,1.0,1.0
Torino,Genoa,1.0,1.0
Inter,Lazio,3.0,0.0
Roma,Cagliari,2.0,0.0
Lazio,Catania,2.0,0.0
Palermo,Fiorentina,2.0,0.0
Empoli,Cagliari,4.0,1.0
Genoa,Siena,1.0,3.0
Inter,Torino,4.0,0.0
Juventus,Atalanta,1.0,0.0
Livorno,Roma,1.0,1.0
Napoli,Parma,1.0,0.0
Udinese,Sampdoria,3.0,2.0
Catania,Udinese,2.0,0.0
Lazio,Juventus,2.0,3.0
Atalanta,Palermo,1.0,3.0
Cagliari,Inter,0.0,2.0
Empoli,Genoa,1.0,1.0
Parma,Reggina,3.0,0.0
Sampdoria,Fiorentina,2.0,2.0
Siena,Napoli,1.0,1.0
Torino,Roma,0.0,0.0
Genoa,Parma,1.0,0.0
Roma,Sampdoria,2.0,0.0
Fiorentina,Cagliari,5.0,1.0
Inter,Milan,2.0,1.0
Juventus,Siena,2.0,0.0
Livorno,Atalanta,1.0,1.0
Napoli,Torino,1.0,1.0
Palermo,Lazio,2.0,2.0
Reggina,Catania,3.0,1.0
Udinese,Empoli,2.0,2.0
Catania,Juventus,1.0,1.0
Empoli,Reggina,1.0,1.0
Atalanta,Roma,1.0,2.0
Cagliari,Udinese,0.0,1.0
Lazio,Genoa,1.0,2.0
Milan,Napoli,5.0,2.0
Parma,Fiorentina,1.0,2.0
Sampdoria,Palermo,3.0,0.0
Siena,Inter,2.0,3.0
Torino,Livorno,1.0,2.0
Fiorentina,Torino,2.0,1.0
Genoa,Atalanta,2.0,1.0
Inter,Parma,3.0,2.0
Juventus,Sampdoria,0.0,0.0
Livorno,Empoli,1.0,0.0
Napoli,Lazio,2.0,2.0
Palermo,Siena,2.0,3.0
Reggina,Cagliari,2.0,0.0
Roma,Catania,2.0,0.0
Udinese,Milan,0.0,1.0
Atalanta,Milan,2.0,1.0
Roma,Palermo,1.0,0.0
Sampdoria,Siena,1.0,0.0
Atalanta,Reggina,2.0,2.0
Cagliari,Napoli,2.0,1.0
Catania,Parma,0.0,0.0
Empoli,Fiorentina,0.0,2.0
Livorno,Juventus,1.0,3.0
Milan,Genoa,2.0,0.0
Torino,Lazio,0.0,0.0
Udinese,Inter,0.0,0.0
Reggina,Milan,0.0,1.0
Napoli,Udinese,3.0,1.0
Palermo,Livorno,1.0,0.0
Fiorentina,Milan,0.0,1.0
Genoa,Catania,2.0,1.0
Inter,Empoli,1.0,0.0
Juventus,Cagliari,1.0,1.0
Lazio,Sampdoria,2.0,1.0
Parma,Atalanta,2.0,3.0
Reggina,Torino,1.0,3.0
Siena,Roma,3.0,0.0
Atalanta,Fiorentina,2.0,2.0
Roma,Reggina,2.0,0.0
Cagliari,Parma,1.0,1.0
Catania,Inter,0.0,2.0
Empoli,Lazio,1.0,0.0
Livorno,Genoa,1.0,1.0
Milan,Siena,1.0,0.0
Sampdoria,Napoli,2.0,0.0
Torino,Palermo,3.0,1.0
Udinese,Juventus,1.0,2.0
Milan,Livorno,1.0,1.0
Inter,Livorno,2.0,0.0
Juventus,Roma,1.0,0.0
Parma,Milan,0.0,0.0
Fiorentina,Catania,2.0,1.0
Genoa,Sampdoria,0.0,1.0
Lazio,Atalanta,3.0,0.0
Napoli,Empoli,1.0,3.0
Palermo,Cagliari,2.0,1.0
Reggina,Udinese,1.0,3.0
Siena,Torino,0.0,0.0
Reggina,Juventus,2.0,1.0
Torino,Parma,4.0,4.0
Atalanta,Siena,2.0,2.0
Cagliari,Lazio,1.0,0.0
Empoli,Catania,2.0,0.0
Livorno,Napoli,1.0,2.0
Milan,Palermo,2.0,1.0
Roma,Fiorentina,1.0,0.0
Sampdoria,Inter,1.0,1.0
Udinese,Genoa,3.0,5.0
Juventus,Torino,0.0,0.0
Atalanta,Sampdoria,4.0,1.0
Catania,Milan,1.0,1.0
Fiorentina,Livorno,1.0,0.0
Genoa,Napoli,2.0,0.0
Inter,Roma,1.0,1.0
Lazio,Reggina,1.0,0.0
Palermo,Empoli,2.0,0.0
Parma,Udinese,2.0,0.0
Siena,Cagliari,1.0,0.0
Milan,Lazio,1.0,1.0
Roma,Parma,4.0,0.0
Cagliari,Genoa,2.0,1.0
Empoli,Siena,0.0,2.0
Juventus,Fiorentina,2.0,3.0
Livorno,Catania,1.0,0.0
Napoli,Inter,1.0,0.0
Reggina,Palermo,0.0,0.0
Sampdoria,Torino,2.0,2.0
Udinese,Atalanta,2.0,0.0
Inter,Reggina,2.0,0.0
Palermo,Udinese,1.0,1.0
Catania,Cagliari,2.0,1.0
Empoli,Milan,1.0,3.0
Genoa,Juventus,0.0,2.0
Lazio,Livorno,2.0,0.0
Napoli,Roma,0.0,2.0
Parma,Sampdoria,1.0,2.0
Siena,Fiorentina,1.0,0.0
Torino,Atalanta,1.0,0.0
Roma,Milan,2.0,1.0
Udinese,Lazio,2.0,2.0
Atalanta,Empoli,4.0,1.0
Cagliari,Torino,3.0,0.0
Fiorentina,Genoa,3.0,1.0
Inter,Palermo,2.0,1.0
Juventus,Napoli,1.0,0.0
Livorno,Parma,1.0,1.0
Reggina,Siena,4.0,0.0
Sampdoria,Catania,3.0,1.0
Cagliari,Atalanta,1.0,0.0
Catania,Siena,0.0,0.0
Empoli,Juventus,0.0,0.0
Genoa,Inter,1.0,1.0
Lazio,Roma,3.0,2.0
Livorno,Reggina,1.0,1.0
Milan,Sampdoria,1.0,2.0
Napoli,Fiorentina,2.0,0.0
Parma,Palermo,2.0,1.0
Torino,Udinese,0.0,1.0
Atalanta,Catania,0.0,0.0
Fiorentina,Lazio,1.0,0.0
Inter,Juventus,1.0,2.0
Palermo,Genoa,2.0,3.0
Reggina,Napoli,1.0,1.0
Roma,Empoli,2.0,1.0
Sampdoria,Cagliari,1.0,1.0
Siena,Parma,2.0,0.0
Torino,Milan,0.0,1.0
Udinese,Livorno,2.0,0.0
Cagliari,Roma,1.0,1.0
Lazio,Inter,1.0,1.0
Catania,Torino,1.0,2.0
Empoli,Sampdoria,0.0,2.0
Genoa,Reggina,2.0,0.0
Livorno,Siena,0.0,0.0
Milan,Atalanta,1.0,2.0
Napoli,Palermo,1.0,0.0
Udinese,Fiorentina,3.0,1.0
Milan,Cagliari,3.0,1.0
Roma,Genoa,3.0,2.0
Atalanta,Inter,0.0,2.0
Catania,Napoli,3.0,0.0
Fiorentina,Reggina,2.0,0.0
Palermo,Juventus,3.0,2.0
Parma,Lazio,2.0,2.0
Sampdoria,Livorno,2.0,0.0
Siena,Udinese,1.0,1.0
Torino,Empoli,0.0,1.0
Juventus,Milan,3.0,2.0
Palermo,Catania,1.0,0.0
Empoli,Parma,1.0,1.0
Genoa,Torino,3.0,0.0
Inter,Fiorentina,2.0,0.0
Lazio,Siena,1.0,1.0
Livorno,Cagliari,1.0,2.0
Napoli,Atalanta,2.0,0.0
Reggina,Sampdoria,1.0,0.0
Udinese,Roma,1.0,3.0
Juventus,Parma,3.0,0.0
Fiorentina,Palermo,1.0,0.0
Roma,Livorno,1.0,1.0
Atalanta,Juventus,0.0,4.0
Cagliari,Empoli,2.0,0.0
Catania,Lazio,1.0,0.0
Milan,Reggina,5.0,1.0
Parma,Napoli,1.0,2.0
Sampdoria,Udinese,3.0,0.0
Siena,Genoa,0.0,1.0
Torino,Inter,0.0,1.0
Fiorentina,Sampdoria,2.0,2.0
Genoa,Empoli,0.0,1.0
Inter,Cagliari,2.0,1.0
Juventus,Lazio,5.0,2.0
Livorno,Milan,1.0,4.0
Napoli,Siena,0.0,0.0
Palermo,Atalanta,0.0,0.0
Reggina,Parma,2.0,1.0
Roma,Torino,4.0,1.0
Udinese,Catania,2.0,1.0
Atalanta,Livorno,3.0,2.0
Cagliari,Fiorentina,2.0,1.0
Catania,Reggina,1.0,2.0
Empoli,Udinese,0.0,1.0
Lazio,Palermo,1.0,2.0
Milan,Inter,2.0,1.0
Parma,Genoa,1.0,0.0
Sampdoria,Roma,0.0,3.0
Siena,Juventus,1.0,0.0
Torino,Napoli,2.0,1.0
Fiorentina,Parma,3.0,1.0
Genoa,Lazio,0.0,2.0
Inter,Siena,2.0,2.0
Juventus,Catania,1.0,1.0
Livorno,Torino,0.0,1.0
Napoli,Milan,3.0,1.0
Palermo,Sampdoria,0.0,2.0
Reggina,Empoli,2.0,0.0
Roma,Atalanta,2.0,1.0
Udinese,Cagliari,0.0,2.0
Sampdoria,Juventus,3.0,3.0
Atalanta,Genoa,2.0,0.0
Cagliari,Reggina,2.0,2.0
Catania,Roma,1.0,1.0
Empoli,Livorno,2.0,1.0
Lazio,Napoli,2.0,1.0
Milan,Udinese,4.0,1.0
Parma,Inter,0.0,2.0
Siena,Palermo,2.0,2.0
Torino,Fiorentina,0.0,1.0
Sampdoria,Inter,1.0,1.0
Udinese,Palermo,3.0,1.0
Atalanta,Siena,1.0,0.0
Cagliari,Lazio,1.0,4.0
Catania,Genoa,1.0,0.0
Chievo,Reggina,2.0,1.0
Fiorentina,Juventus,1.0,1.0
Milan,Bologna,1.0,2.0
Roma,Napoli,1.0,1.0
Torino,Lecce,3.0,0.0
Inter,Catania,2.0,1.0
Palermo,Roma,3.0,1.0
Bologna,Atalanta,0.0,1.0
Genoa,Milan,2.0,0.0
Juventus,Udinese,1.0,0.0
Lazio,Sampdoria,2.0,0.0
Lecce,Chievo,2.0,0.0
Napoli,Fiorentina,2.0,1.0
Reggina,Torino,1.0,1.0
Siena,Cagliari,2.0,0.0
Catania,Atalanta,1.0,0.0
Roma,Reggina,3.0,0.0
Cagliari,Juventus,0.0,1.0
Fiorentina,Bologna,1.0,0.0
Lecce,Siena,1.0,1.0
Milan,Lazio,4.0,1.0
Palermo,Genoa,2.0,1.0
Sampdoria,Chievo,1.0,1.0
Torino,Inter,1.0,3.0
Udinese,Napoli,0.0,0.0
Atalanta,Cagliari,1.0,0.0
Bologna,Udinese,0.0,3.0
Chievo,Torino,1.0,1.0
Genoa,Roma,3.0,1.0
Inter,Lecce,1.0,0.0
Juventus,Catania,1.0,1.0
Lazio,Fiorentina,3.0,0.0
Napoli,Palermo,2.0,1.0
Reggina,Milan,1.0,2.0
Siena,Sampdoria,0.0,0.0
Fiorentina,Genoa,1.0,0.0
Sampdoria,Juventus,0.0,0.0
Bologna,Napoli,0.0,1.0
Catania,Chievo,1.0,0.0
Lecce,Cagliari,2.0,0.0
Milan,Inter,1.0,0.0
Palermo,Reggina,1.0,0.0
Roma,Atalanta,2.0,0.0
Torino,Lazio,1.0,3.0
Udinese,Siena,2.0,1.0
Inter,Bologna,2.0,1.0
Lazio,Lecce,1.0,1.0
Atalanta,Sampdoria,4.0,2.0
Cagliari,Milan,0.0,0.0
Chievo,Fiorentina,0.0,2.0
Genoa,Napoli,3.0,2.0
Juventus,Palermo,1.0,2.0
Reggina,Catania,1.0,1.0
Siena,Roma,1.0,0.0
Udinese,Torino,2.0,0.0
Fiorentina,Reggina,3.0,0.0
Napoli,Juventus,2.0,1.0
Bologna,Lazio,3.0,1.0
Catania,Palermo,2.0,0.0
Chievo,Atalanta,1.0,1.0
Genoa,Siena,1.0,0.0
Lecce,Udinese,2.0,2.0
Milan,Sampdoria,3.0,0.0
Roma,Inter,0.0,4.0
Torino,Cagliari,0.0,1.0
Juventus,Torino,1.0,0.0
Siena,Catania,1.0,1.0
Atalanta,Milan,0.0,1.0
Cagliari,Chievo,2.0,0.0
Inter,Genoa,0.0,0.0
Lazio,Napoli,0.0,1.0
Palermo,Fiorentina,1.0,3.0
Reggina,Lecce,2.0,0.0
Sampdoria,Bologna,2.0,0.0
Udinese,Roma,3.0,1.0
Bologna,Juventus,1.0,2.0
Catania,Udinese,0.0,2.0
Chievo,Lazio,1.0,2.0
Fiorentina,Inter,0.0,0.0
Genoa,Cagliari,2.0,1.0
Lecce,Palermo,1.0,1.0
Milan,Siena,2.0,1.0
Napoli,Reggina,3.0,0.0
Torino,Atalanta,2.0,1.0
Juventus,Roma,2.0,0.0
Reggina,Inter,2.0,3.0
Atalanta,Lecce,0.0,0.0
Cagliari,Bologna,5.0,1.0
Lazio,Catania,1.0,0.0
Milan,Napoli,1.0,0.0
Palermo,Chievo,3.0,0.0
Sampdoria,Torino,1.0,0.0
Siena,Fiorentina,1.0,0.0
Udinese,Genoa,2.0,2.0
Bologna,Roma,1.0,1.0
Torino,Palermo,1.0,0.0
Catania,Cagliari,2.0,1.0
Chievo,Juventus,0.0,2.0
Fiorentina,Atalanta,2.0,1.0
Genoa,Reggina,4.0,0.0
Inter,Udinese,1.0,0.0
Lazio,Siena,3.0,0.0
Lecce,Milan,1.0,1.0
Napoli,Sampdoria,2.0,0.0
Juventus,Genoa,4.0,1.0
Palermo,Inter,0.0,2.0
Atalanta,Napoli,3.0,1.0
Cagliari,Fiorentina,1.0,0.0
Catania,Torino,3.0,2.0
Milan,Chievo,1.0,0.0
Roma,Lazio,1.0,0.0
Sampdoria,Lecce,3.0,2.0
Siena,Bologna,1.0,1.0
Udinese,Reggina,0.0,1.0
Fiorentina,Udinese,4.0,2.0
Inter,Juventus,1.0,0.0
Bologna,Palermo,1.0,1.0
Chievo,Siena,0.0,2.0
Lazio,Genoa,1.0,1.0
Lecce,Roma,0.0,3.0
Napoli,Cagliari,2.0,2.0
Reggina,Atalanta,3.0,1.0
Sampdoria,Catania,3.0,0.0
Torino,Milan,2.0,2.0
Catania,Lecce,1.0,1.0
Juventus,Reggina,4.0,0.0
Atalanta,Lazio,2.0,0.0
Cagliari,Sampdoria,1.0,0.0
Genoa,Bologna,1.0,1.0
Inter,Napoli,2.0,1.0
Palermo,Milan,3.0,1.0
Roma,Fiorentina,1.0,0.0
Siena,Torino,1.0,0.0
Udinese,Chievo,0.0,1.0
Chievo,Roma,0.0,1.0
Lazio,Inter,0.0,3.0
Atalanta,Udinese,3.0,0.0
Cagliari,Palermo,1.0,0.0
Lecce,Juventus,1.0,2.0
Milan,Catania,1.0,0.0
Napoli,Siena,2.0,0.0
Reggina,Bologna,2.0,2.0
Sampdoria,Genoa,0.0,1.0
Torino,Fiorentina,1.0,4.0
Bologna,Torino,5.0,2.0
Napoli,Lecce,3.0,0.0
Fiorentina,Catania,2.0,0.0
Genoa,Atalanta,1.0,1.0
Inter,Chievo,4.0,2.0
Juventus,Milan,4.0,2.0
Palermo,Siena,2.0,0.0
Reggina,Sampdoria,0.0,2.0
Roma,Cagliari,3.0,2.0
Udinese,Lazio,3.0,3.0
Lazio,Palermo,1.0,0.0
Siena,Inter,1.0,2.0
Atalanta,Juventus,1.0,3.0
Cagliari,Reggina,1.0,1.0
Catania,Roma,3.0,2.0
Chievo,Genoa,0.0,1.0
Lecce,Bologna,0.0,0.0
Milan,Udinese,5.0,1.0
Sampdoria,Fiorentina,0.0,1.0
Torino,Napoli,1.0,0.0
Genoa,Torino,3.0,0.0
Inter,Cagliari,1.0,1.0
Bologna,Chievo,1.0,1.0
Fiorentina,Lecce,1.0,2.0
Juventus,Siena,1.0,0.0
Napoli,Catania,1.0,0.0
Palermo,Atalanta,3.0,2.0
Reggina,Lazio,2.0,3.0
Roma,Milan,2.0,2.0
Udinese,Sampdoria,1.0,1.0
Roma,Sampdoria,2.0,0.0
Milan,Fiorentina,1.0,0.0
Siena,Reggina,1.0,0.0
Atalanta,Inter,3.0,1.0
Cagliari,Udinese,2.0,0.0
Catania,Bologna,1.0,2.0
Chievo,Napoli,2.0,1.0
Lazio,Juventus,1.0,1.0
Lecce,Genoa,0.0,2.0
Sampdoria,Palermo,0.0,2.0
Torino,Roma,0.0,1.0
Juventus,Fiorentina,1.0,0.0
Reggina,Chievo,0.0,1.0
Bologna,Milan,1.0,4.0
Genoa,Catania,1.0,1.0
Inter,Sampdoria,1.0,0.0
Lazio,Cagliari,1.0,4.0
Lecce,Torino,3.0,3.0
Napoli,Roma,0.0,3.0
Palermo,Udinese,3.0,2.0
Siena,Atalanta,1.0,0.0
Atalanta,Bologna,0.0,1.0
Cagliari,Siena,1.0,0.0
Catania,Inter,0.0,2.0
Chievo,Lecce,1.0,1.0
Fiorentina,Napoli,2.0,1.0
Milan,Genoa,1.0,1.0
Roma,Palermo,2.0,1.0
Sampdoria,Lazio,3.0,1.0
Torino,Reggina,0.0,0.0
Udinese,Juventus,2.0,1.0
Juventus,Cagliari,2.0,3.0
Napoli,Udinese,2.0,2.0
Atalanta,Catania,1.0,0.0
Chievo,Sampdoria,1.0,1.0
Genoa,Palermo,1.0,0.0
Inter,Torino,1.0,1.0
Lazio,Milan,0.0,3.0
Reggina,Roma,2.0,2.0
Siena,Lecce,1.0,2.0
Bologna,Fiorentina,1.0,3.0
Lecce,Inter,0.0,3.0
Milan,Reggina,1.0,1.0
Cagliari,Atalanta,0.0,1.0
Catania,Juventus,1.0,2.0
Fiorentina,Lazio,1.0,0.0
Palermo,Napoli,2.0,1.0
Roma,Genoa,3.0,0.0
Sampdoria,Siena,2.0,2.0
Torino,Chievo,1.0,1.0
Udinese,Bologna,1.0,0.0
Lazio,Torino,1.0,1.0
Napoli,Bologna,1.0,1.0
Atalanta,Roma,3.0,0.0
Cagliari,Lecce,2.0,0.0
Chievo,Catania,1.0,1.0
Genoa,Fiorentina,3.0,3.0
Inter,Milan,2.0,1.0
Juventus,Sampdoria,1.0,1.0
Reggina,Palermo,0.0,0.0
Siena,Udinese,1.0,1.0
Bologna,Inter,1.0,2.0
Palermo,Juventus,0.0,2.0
Roma,Siena,1.0,0.0
Catania,Reggina,2.0,0.0
Fiorentina,Chievo,2.0,1.0
Lecce,Lazio,0.0,2.0
Milan,Cagliari,1.0,0.0
Napoli,Genoa,0.0,1.0
Sampdoria,Atalanta,1.0,0.0
Torino,Udinese,1.0,0.0
Juventus,Napoli,1.0,0.0
Lazio,Bologna,2.0,0.0
Atalanta,Chievo,0.0,2.0
Cagliari,Torino,0.0,0.0
Inter,Roma,3.0,3.0
Palermo,Catania,0.0,4.0
Reggina,Fiorentina,1.0,1.0
Sampdoria,Milan,2.0,1.0
Siena,Genoa,0.0,0.0
Udinese,Lecce,2.0,0.0
Genoa,Inter,0.0,2.0
Roma,Udinese,1.0,1.0
Torino,Juventus,0.0,1.0
Bologna,Sampdoria,3.0,0.0
Catania,Siena,0.0,3.0
Chievo,Cagliari,1.0,1.0
Fiorentina,Palermo,0.0,2.0
Lecce,Reggina,0.0,0.0
Milan,Atalanta,3.0,0.0
Napoli,Lazio,0.0,2.0
Cagliari,Genoa,0.0,1.0
Juventus,Bologna,4.0,1.0
Atalanta,Torino,2.0,0.0
Inter,Fiorentina,2.0,0.0
Lazio,Chievo,0.0,3.0
Palermo,Lecce,5.0,2.0
Reggina,Napoli,1.0,1.0
Sampdoria,Roma,2.0,2.0
Siena,Milan,1.0,5.0
Udinese,Catania,1.0,1.0
Catania,Lazio,1.0,0.0
Roma,Juventus,1.0,4.0
Bologna,Cagliari,0.0,1.0
Chievo,Palermo,1.0,0.0
Fiorentina,Siena,1.0,0.0
Genoa,Udinese,2.0,0.0
Inter,Reggina,3.0,0.0
Lecce,Atalanta,2.0,2.0
Napoli,Milan,0.0,0.0
Torino,Sampdoria,1.0,3.0
Atalanta,Fiorentina,1.0,2.0
Cagliari,Catania,1.0,0.0
Juventus,Chievo,3.0,3.0
Milan,Lecce,2.0,0.0
Palermo,Torino,1.0,0.0
Reggina,Genoa,0.0,1.0
Roma,Bologna,2.0,1.0
Sampdoria,Napoli,2.0,2.0
Siena,Lazio,2.0,0.0
Udinese,Inter,0.0,1.0
Bologna,Siena,1.0,4.0
Chievo,Milan,0.0,1.0
Fiorentina,Cagliari,2.0,1.0
Genoa,Juventus,3.0,2.0
Inter,Palermo,2.0,2.0
Lazio,Roma,4.0,2.0
Lecce,Sampdoria,1.0,3.0
Napoli,Atalanta,0.0,0.0
Torino,Catania,2.0,1.0
Reggina,Udinese,0.0,2.0
Genoa,Lazio,0.0,1.0
Juventus,Inter,1.0,1.0
Atalanta,Reggina,0.0,1.0
Cagliari,Napoli,2.0,0.0
Catania,Sampdoria,2.0,0.0
Milan,Torino,5.0,1.0
Palermo,Bologna,4.0,1.0
Roma,Lecce,3.0,2.0
Siena,Chievo,0.0,2.0
Udinese,Fiorentina,3.0,1.0
Chievo,Udinese,1.0,2.0
Fiorentina,Roma,4.0,1.0
Bologna,Genoa,2.0,0.0
Lazio,Atalanta,0.0,1.0
Lecce,Catania,2.0,1.0
Milan,Palermo,3.0,0.0
Napoli,Inter,1.0,0.0
Reggina,Juventus,2.0,2.0
Sampdoria,Cagliari,3.0,3.0
Torino,Siena,1.0,0.0
Bologna,Reggina,1.0,2.0
Inter,Lazio,2.0,0.0
Catania,Milan,0.0,2.0
Fiorentina,Torino,1.0,0.0
Genoa,Sampdoria,3.0,1.0
Juventus,Lecce,2.0,2.0
Palermo,Cagliari,5.0,1.0
Roma,Chievo,0.0,0.0
Siena,Napoli,2.0,1.0
Udinese,Atalanta,3.0,0.0
Lazio,Udinese,1.0,3.0
Sampdoria,Reggina,5.0,0.0
Atalanta,Genoa,1.0,1.0
Cagliari,Roma,2.0,2.0
Catania,Fiorentina,0.0,2.0
Chievo,Inter,2.0,2.0
Lecce,Napoli,1.0,1.0
Milan,Juventus,1.0,1.0
Siena,Palermo,1.0,0.0
Torino,Bologna,1.0,1.0
Roma,Catania,4.0,3.0
Udinese,Milan,2.0,1.0
Bologna,Lecce,2.0,1.0
Fiorentina,Sampdoria,1.0,0.0
Genoa,Chievo,2.0,2.0
Inter,Siena,3.0,0.0
Juventus,Atalanta,2.0,2.0
Napoli,Torino,1.0,2.0
Palermo,Lazio,2.0,0.0
Reggina,Cagliari,2.0,1.0
Lazio,Reggina,1.0,0.0
Atalanta,Palermo,2.0,2.0
Cagliari,Inter,2.0,1.0
Catania,Napoli,3.0,1.0
Chievo,Bologna,0.0,0.0
Lecce,Fiorentina,1.0,1.0
Milan,Roma,2.0,3.0
Sampdoria,Udinese,2.0,2.0
Siena,Juventus,0.0,3.0
Torino,Genoa,2.0,3.0
Bologna,Catania,3.0,1.0
Fiorentina,Milan,0.0,2.0
Genoa,Lecce,4.0,1.0
Inter,Atalanta,4.0,3.0
Juventus,Lazio,2.0,0.0
Napoli,Chievo,3.0,0.0
Palermo,Sampdoria,2.0,2.0
Reggina,Siena,1.0,1.0
Roma,Torino,3.0,2.0
Udinese,Cagliari,6.0,2.0
Bologna,Fiorentina,1.0,1.0
Siena,Milan,1.0,2.0
Catania,Sampdoria,1.0,2.0
Genoa,Roma,3.0,2.0
Inter,Bari,1.0,1.0
Juventus,Chievo,1.0,0.0
Lazio,Atalanta,1.0,0.0
Livorno,Cagliari,0.0,0.0
Palermo,Napoli,2.0,1.0
Udinese,Parma,2.0,2.0
Bari,Bologna,0.0,0.0
Milan,Inter,0.0,4.0
Atalanta,Genoa,0.0,1.0
Cagliari,Siena,1.0,3.0
Chievo,Lazio,1.0,2.0
Fiorentina,Palermo,1.0,0.0
Napoli,Livorno,3.0,1.0
Parma,Catania,2.0,1.0
Roma,Juventus,1.0,3.0
Sampdoria,Udinese,3.0,1.0
Lazio,Juventus,0.0,2.0
Livorno,Milan,0.0,0.0
Atalanta,Sampdoria,0.0,1.0
Bologna,Chievo,0.0,2.0
Fiorentina,Cagliari,1.0,0.0
Genoa,Napoli,4.0,1.0
Inter,Parma,2.0,0.0
Palermo,Bari,1.0,1.0
Siena,Roma,1.0,2.0
Udinese,Catania,4.0,2.0
Juventus,Livorno,2.0,0.0
Napoli,Udinese,0.0,0.0
Bari,Atalanta,4.0,1.0
Cagliari,Inter,1.0,2.0
